from_id,to_id,Spend,Quantity
CUST0000389739,PRD0903854,5.42,1
CUST0000362601,PRD0904181,1.06,1
CUST0000362601,PRD0904462,5.93,1
CUST0000389739,PRD0904557,0.39,1
CUST0000362601,PRD0904738,2.4,1
CUST0000362601,PRD0904764,0.9,1
CUST0000362601,PRD0904849,1.03,1
CUST0000389739,PRD0903913,1.02,1
CUST0000389739,PRD0900249,2.36,1
CUST0000389739,PRD0902249,0.93,1
CUST0000595380,PRD0900121,0.98,1
CUST0000595380,PRD0900173,0.99,1
CUST0000844115,PRD0900199,0.98,1
CUST0000595380,PRD0900295,1.3,1
CUST0000844115,PRD0900302,2.11,1
CUST0000595380,PRD0900466,0.7,1
CUST0000695418,PRD0900508,9.63,3
CUST0000595380,PRD0900588,0.34,1
CUST0000595380,PRD0901025,1.63,1
CUST0000595380,PRD0901068,3.52,1
CUST0000595380,PRD0901150,0.76,1
CUST0000595380,PRD0901282,3.98,2
CUST0000595380,PRD0901282,3.98,2
CUST0000595380,PRD0901367,0.94,2
CUST0000595380,PRD0901367,0.94,2
CUST0000844115,PRD0901431,5.07,3
CUST0000595380,PRD0901490,1.05,1
CUST0000595380,PRD0901569,7.14,6
CUST0000595380,PRD0901569,7.14,6
CUST0000595380,PRD0901712,1.39,1
CUST0000844115,PRD0901712,1.39,1
CUST0000844115,PRD0901808,2.34,3
CUST0000595380,PRD0901878,0.67,1
CUST0000595380,PRD0902307,0.21,1
CUST0000595380,PRD0902409,0.78,1
CUST0000844115,PRD0902523,2.18,1
CUST0000695418,PRD0902599,1.14,1
CUST0000844115,PRD0902599,4.41,1
CUST0000595380,PRD0902692,1.35,1
CUST0000595380,PRD0902889,0.61,1
CUST0000595380,PRD0902920,2.37,3
CUST0000595380,PRD0903143,3.27,1
CUST0000595380,PRD0903806,1.39,1
CUST0000595380,PRD0904072,1.76,1
CUST0000595380,PRD0904170,5.36,2
CUST0000595380,PRD0904170,5.36,2
CUST0000844115,PRD0904296,2.19,3
CUST0000695418,PRD0904313,0.8,1
CUST0000844115,PRD0904431,1.68,6
CUST0000844115,PRD0904762,1.85,1
CUST0000595380,PRD0904828,2.9,2
CUST0000595380,PRD0904828,2.9,2
CUST0000595380,PRD0903882,1.76,1
CUST0000531338,PRD0900027,1.87,1
CUST0000823257,PRD0900173,0.38,1
CUST0000531338,PRD0900173,2.17,1
CUST0000823257,PRD0900177,0.87,1
CUST0000744271,PRD0900202,4.11,3
CUST0000326357,PRD0900214,0.98,1
CUST0000823257,PRD0900279,3.3,1
CUST0000523249,PRD0900370,6.66,6
CUST0000631856,PRD0900400,0.88,1
CUST0000744271,PRD0900413,0.32,1
CUST0000575098,PRD0900462,20.07,9
CUST0000631856,PRD0900574,0.96,3
CUST0000744271,PRD0900652,2.31,1
CUST0000326357,PRD0900834,0.38,1
CUST0000744271,PRD0900873,1.75,1
CUST0000326357,PRD0900933,1.44,1
CUST0000523249,PRD0900984,0.99,1
CUST0000270628,PRD0901106,4.01,1
CUST0000823257,PRD0901163,1.26,1
CUST0000823257,PRD0901265,0.77,1
CUST0000326357,PRD0901265,1.37,1
CUST0000326357,PRD0901284,1.74,1
CUST0000744271,PRD0901485,1.28,1
CUST0000744271,PRD0901585,0.13,1
CUST0000631856,PRD0901722,0.01,1
CUST0000326357,PRD0901873,0.24,1
CUST0000531338,PRD0901955,4.17,1
CUST0000744271,PRD0901963,1.47,1
CUST0000744271,PRD0902029,1.0,1
CUST0000270628,PRD0902059,1.64,1
CUST0000631856,PRD0902068,1.09,1
CUST0000531338,PRD0902077,0.28,1
CUST0000744271,PRD0902099,1.51,1
CUST0000744271,PRD0902103,2.19,1
CUST0000326357,PRD0902163,2.88,1
CUST0000744271,PRD0902314,0.99,3
CUST0000823257,PRD0902465,1.75,1
CUST0000326357,PRD0902470,1.65,1
CUST0000744271,PRD0902503,7.56,1
CUST0000531338,PRD0902599,1.49,1
CUST0000575098,PRD0902642,1.68,8
CUST0000744271,PRD0902692,1.35,1
CUST0000326357,PRD0902703,2.88,1
CUST0000326357,PRD0902846,0.95,1
CUST0000823257,PRD0902876,0.39,1
CUST0000523249,PRD0902889,1.83,3
CUST0000523249,PRD0902929,1.59,1
CUST0000326357,PRD0902964,1.3,1
CUST0000744271,PRD0903051,0.67,1
CUST0000326357,PRD0903052,1.06,1
CUST0000744271,PRD0903074,1.01,1
CUST0000523249,PRD0903095,1.41,3
CUST0000744271,PRD0903203,3.48,3
CUST0000326357,PRD0903259,0.78,1
CUST0000523249,PRD0903376,2.99,1
CUST0000744271,PRD0903382,1.82,1
CUST0000523249,PRD0903514,1.83,3
CUST0000326357,PRD0903556,1.48,1
CUST0000744271,PRD0903557,0.69,1
CUST0000744271,PRD0903559,3.24,1
CUST0000531338,PRD0903611,1.64,1
CUST0000823257,PRD0903655,1.22,1
CUST0000531338,PRD0903772,3.52,1
CUST0000326357,PRD0903774,2.14,1
CUST0000523249,PRD0903867,1.93,1
CUST0000326357,PRD0903971,1.52,1
CUST0000744271,PRD0904096,0.92,1
CUST0000823257,PRD0904202,0.31,1
CUST0000523249,PRD0904295,1.89,3
CUST0000744271,PRD0904358,1.54,1
CUST0000326357,PRD0904358,1.54,1
CUST0000744271,PRD0904391,0.78,1
CUST0000744271,PRD0904693,1.01,1
CUST0000523249,PRD0904701,1.77,1
CUST0000326357,PRD0904896,0.49,1
CUST0000326357,PRD0904976,1.49,1
CUST0000326357,PRD0904988,0.28,1
CUST0000326357,PRD0902745,1.49,1
CUST0000523249,PRD0902864,4.5,3
CUST0000326357,PRD0904068,2.05,1
CUST0000631856,PRD0904221,0.71,1
CUST0000610428,PRD0900060,0.51,1
CUST0000220331,PRD0900173,2.85,1
CUST0000126202,PRD0900173,1.93,1
CUST0000610428,PRD0900289,1.92,1
CUST0000220331,PRD0900324,8.45,1
CUST0000610428,PRD0900411,2.21,1
CUST0000861456,PRD0900462,6.69,3
CUST0000610428,PRD0900680,1.91,1
CUST0000861456,PRD0900715,1.1,1
CUST0000126202,PRD0900809,1.15,1
CUST0000610428,PRD0901054,1.58,1
CUST0000610428,PRD0901074,4.92,3
CUST0000861456,PRD0901228,0.72,1
CUST0000220331,PRD0901275,5.46,6
CUST0000220331,PRD0901278,0.9,1
CUST0000220331,PRD0901297,2.31,1
CUST0000220331,PRD0901401,4.98,3
CUST0000610428,PRD0901509,0.67,1
CUST0000126202,PRD0901539,2.95,1
CUST0000220331,PRD0901644,1.95,1
CUST0000220331,PRD0901676,1.75,1
CUST0000610428,PRD0901684,1.37,1
CUST0000126202,PRD0901712,1.39,1
CUST0000861456,PRD0901766,2.54,1
CUST0000610428,PRD0901868,3.84,3
CUST0000220331,PRD0901868,3.84,3
CUST0000220331,PRD0901945,1.22,1
CUST0000610428,PRD0902029,1.0,1
CUST0000861456,PRD0902029,1.0,1
CUST0000220331,PRD0902064,3.34,1
CUST0000610428,PRD0902112,7.31,1
CUST0000467095,PRD0902265,5.1,6
CUST0000126202,PRD0902322,0.31,1
CUST0000610428,PRD0902332,1.12,1
CUST0000610428,PRD0902350,1.54,1
CUST0000220331,PRD0902443,1.12,7
CUST0000220331,PRD0902682,2.44,1
CUST0000861456,PRD0902699,1.66,1
CUST0000220331,PRD0902700,0.97,1
CUST0000126202,PRD0902869,2.8,4
CUST0000220331,PRD0902907,1.63,1
CUST0000126202,PRD0902930,2.84,1
CUST0000610428,PRD0903014,1.85,1
CUST0000220331,PRD0903052,1.5,2
CUST0000220331,PRD0903052,1.5,2
CUST0000861456,PRD0903096,0.34,1
CUST0000610428,PRD0903128,0.6,1
CUST0000610428,PRD0903161,2.2,1
CUST0000861456,PRD0903228,0.89,1
CUST0000220331,PRD0903287,1.21,1
CUST0000220331,PRD0903419,3.32,2
CUST0000220331,PRD0903419,3.32,2
CUST0000220331,PRD0903550,3.36,3
CUST0000126202,PRD0903550,1.12,1
CUST0000467095,PRD0903593,0.98,1
CUST0000610428,PRD0903612,0.97,1
CUST0000220331,PRD0903677,1.87,1
CUST0000220331,PRD0903709,0.68,1
CUST0000220331,PRD0903773,1.59,3
CUST0000220331,PRD0903777,2.66,1
CUST0000861456,PRD0903788,0.75,1
CUST0000861456,PRD0903867,1.93,1
CUST0000220331,PRD0903916,3.63,1
CUST0000610428,PRD0903938,2.52,3
CUST0000467095,PRD0903978,1.67,1
CUST0000467095,PRD0904327,2.79,3
CUST0000220331,PRD0904358,1.54,1
CUST0000220331,PRD0904382,1.87,1
CUST0000467095,PRD0904393,1.79,1
CUST0000467095,PRD0904496,1.54,1
CUST0000220331,PRD0904500,1.76,1
CUST0000610428,PRD0904520,1.26,3
CUST0000467095,PRD0904684,2.38,1
CUST0000126202,PRD0904695,0.82,1
CUST0000220331,PRD0904696,5.04,3
CUST0000610428,PRD0903699,1.5,1
CUST0000220331,PRD0901530,0.5,1
CUST0000861456,PRD0904029,2.43,3
CUST0000467095,PRD0902615,3.65,1
CUST0000265367,PRD0900173,1.7,1
CUST0000265367,PRD0900546,0.13,1
CUST0000265367,PRD0900986,3.66,3
CUST0000265367,PRD0901024,1.87,1
CUST0000265367,PRD0901192,0.96,3
CUST0000265367,PRD0901222,0.51,1
CUST0000265367,PRD0901265,1.47,1
CUST0000911790,PRD0901422,1.17,3
CUST0000911790,PRD0901488,1.35,1
CUST0000911790,PRD0901810,1.52,1
CUST0000265367,PRD0901927,0.52,1
CUST0000265367,PRD0902799,2.46,1
CUST0000911790,PRD0902929,1.59,1
CUST0000265367,PRD0903052,0.96,1
CUST0000911790,PRD0903052,0.86,1
CUST0000265367,PRD0903078,1.05,3
CUST0000265367,PRD0903147,1.95,1
CUST0000911790,PRD0903204,0.24,1
CUST0000265367,PRD0903206,1.56,1
CUST0000265367,PRD0903542,0.57,1
CUST0000265367,PRD0903556,1.48,1
CUST0000911790,PRD0903563,0.57,1
CUST0000911790,PRD0903778,4.14,3
CUST0000265367,PRD0903785,2.23,1
CUST0000265367,PRD0903788,0.75,1
CUST0000911790,PRD0903805,1.17,1
CUST0000265367,PRD0904001,2.14,1
CUST0000265367,PRD0904183,1.39,1
CUST0000265367,PRD0904358,1.54,1
CUST0000265367,PRD0904786,1.03,1
CUST0000265367,PRD0904962,2.09,1
CUST0000265367,PRD0903105,3.12,3
CUST0000265367,PRD0904231,33.93,3
CUST0000911790,PRD0902509,0.43,1
CUST0000519570,PRD0900244,1.34,1
CUST0000519570,PRD0901012,2.77,1
CUST0000714746,PRD0902008,0.71,1
CUST0000519570,PRD0902265,0.85,1
CUST0000714746,PRD0903271,1.07,1
CUST0000519570,PRD0903344,13.18,1
CUST0000519570,PRD0903605,3.2,16
CUST0000519570,PRD0904753,4.38,1
CUST0000238658,PRD0900004,1.2,3
CUST0000238658,PRD0900059,2.65,1
CUST0000442461,PRD0900087,0.57,1
CUST0000442461,PRD0900097,1.03,1
CUST0000442461,PRD0900233,0.82,1
CUST0000442461,PRD0900239,1.8399999999999999,2
CUST0000442461,PRD0900239,1.8399999999999999,2
CUST0000238658,PRD0900302,1.72,1
CUST0000442461,PRD0900314,3.44,1
CUST0000442461,PRD0900488,0.66,1
CUST0000238658,PRD0900494,0.99,1
CUST0000442461,PRD0900983,0.76,1
CUST0000238658,PRD0901265,1.7,1
CUST0000442461,PRD0901407,0.34,1
CUST0000442461,PRD0901585,0.13,1
CUST0000442461,PRD0901798,0.68,1
CUST0000442461,PRD0901878,0.39,1
CUST0000442461,PRD0901930,0.35,1
CUST0000442461,PRD0902029,1.0,1
CUST0000442461,PRD0902103,1.79,1
CUST0000442461,PRD0902170,3.6,1
CUST0000238658,PRD0902236,26.82,9
CUST0000442461,PRD0902322,0.62,2
CUST0000442461,PRD0902322,0.62,2
CUST0000442461,PRD0902434,1.6,2
CUST0000442461,PRD0902434,1.6,2
CUST0000238658,PRD0902697,1.32,1
CUST0000238658,PRD0902949,0.81,1
CUST0000238658,PRD0903052,0.44,1
CUST0000442461,PRD0903052,0.65,1
CUST0000160306,PRD0903130,1.23,3
CUST0000238658,PRD0903269,2.73,3
CUST0000238658,PRD0903542,4.56,8
CUST0000238658,PRD0903788,0.75,1
CUST0000442461,PRD0903806,2.78,2
CUST0000442461,PRD0903806,2.78,2
CUST0000442461,PRD0903938,2.52,3
CUST0000442461,PRD0904547,1.26,2
CUST0000442461,PRD0904547,1.26,2
CUST0000442461,PRD0904611,1.55,1
CUST0000442461,PRD0904724,0.06,1
CUST0000442461,PRD0904725,0.29,1
CUST0000442461,PRD0902679,0.42,1
CUST0000442461,PRD0904029,2.43,3
CUST0000567295,PRD0900302,2.0700000000000003,2
CUST0000758105,PRD0900415,0.7,1
CUST0000858529,PRD0900615,5.01,3
CUST0000858529,PRD0900917,7.02,3
CUST0000758105,PRD0901012,2.77,1
CUST0000325483,PRD0901295,0.41,1
CUST0000758105,PRD0901329,1.98,6
CUST0000858529,PRD0901925,1.24,1
CUST0000325483,PRD0901961,0.38,1
CUST0000758105,PRD0902024,0.81,1
CUST0000567295,PRD0902505,1.95,1
CUST0000280589,PRD0902941,1.04,1
CUST0000858529,PRD0902948,0.85,1
CUST0000758105,PRD0903006,1.8,1
CUST0000567295,PRD0903052,1.08,1
CUST0000858529,PRD0903078,1.05,3
CUST0000280589,PRD0903250,1.11,1
CUST0000280589,PRD0903409,0.64,1
CUST0000758105,PRD0903677,1.87,1
CUST0000858529,PRD0903875,1.13,1
CUST0000858529,PRD0903962,1.35,3
CUST0000758105,PRD0904044,0.56,1
CUST0000758105,PRD0904238,2.32,1
CUST0000280589,PRD0904246,0.91,1
CUST0000325483,PRD0904358,1.54,1
CUST0000567295,PRD0904358,1.54,1
CUST0000858529,PRD0904376,1.53,3
CUST0000758105,PRD0904635,0.43,1
CUST0000858529,PRD0904697,1.19,1
CUST0000758105,PRD0904874,0.7,1
CUST0000858529,PRD0904881,1.05,1
CUST0000325483,PRD0904937,0.68,1
CUST0000567295,PRD0904976,2.98,2
CUST0000858529,PRD0901476,2.45,1
CUST0000758105,PRD0901118,1.28,1
CUST0000758105,PRD0900723,1.07,1
CUST0000701603,PRD0900008,1.77,1
CUST0000701603,PRD0900038,8.34,3
CUST0000701603,PRD0900194,1.24,1
CUST0000701603,PRD0900385,0.8,1
CUST0000701603,PRD0900476,2.86,1
CUST0000701603,PRD0900496,1.74,1
CUST0000701603,PRD0900752,1.03,1
CUST0000701603,PRD0900762,1.57,1
CUST0000701603,PRD0900930,2.44,2
CUST0000701603,PRD0900930,2.44,2
CUST0000701603,PRD0901094,1.85,1
CUST0000701603,PRD0901300,1.62,2
CUST0000701603,PRD0901300,1.62,2
CUST0000701603,PRD0901329,0.99,3
CUST0000701603,PRD0901350,0.52,1
CUST0000701603,PRD0901575,4.43,1
CUST0000915470,PRD0901626,1.95,1
CUST0000701603,PRD0901741,3.22,2
CUST0000701603,PRD0901741,3.22,2
CUST0000701603,PRD0902008,0.68,1
CUST0000701603,PRD0902029,1.0,1
CUST0000701603,PRD0902037,3.75,1
CUST0000701603,PRD0902697,2.75,2
CUST0000701603,PRD0902697,2.75,2
CUST0000915470,PRD0902789,1.12,1
CUST0000701603,PRD0902819,0.92,1
CUST0000701603,PRD0902898,4.68,3
CUST0000701603,PRD0902968,0.68,1
CUST0000701603,PRD0903052,0.92,1
CUST0000915470,PRD0903052,0.82,1
CUST0000701603,PRD0903170,0.47,1
CUST0000701603,PRD0903246,1.22,1
CUST0000915470,PRD0903321,0.93,1
CUST0000701603,PRD0903417,1.25,1
CUST0000701603,PRD0903440,1.92,1
CUST0000701603,PRD0903746,3.54,1
CUST0000915470,PRD0903757,1.32,1
CUST0000701603,PRD0903791,1.18,1
CUST0000701603,PRD0903879,3.37,1
CUST0000701603,PRD0904044,0.56,1
CUST0000701603,PRD0904148,0.56,1
CUST0000701603,PRD0904152,3.38,2
CUST0000701603,PRD0904152,3.38,2
CUST0000701603,PRD0904204,0.19,1
CUST0000915470,PRD0904319,0.39,1
CUST0000701603,PRD0904370,2.19,1
CUST0000701603,PRD0904488,1.4,1
CUST0000701603,PRD0904857,0.84,1
CUST0000701603,PRD0904934,0.95,1
CUST0000701603,PRD0904947,1.01,1
CUST0000701603,PRD0902207,1.58,1
CUST0000701603,PRD0902573,0.57,1
CUST0000701603,PRD0903812,0.33,1
CUST0000701603,PRD0901804,0.82,1
CUST0000701603,PRD0904578,1.29,1
CUST0000411707,PRD0900218,1.83,3
CUST0000411707,PRD0900302,1.13,1
CUST0000411707,PRD0900381,1.17,1
CUST0000411707,PRD0900595,0.47,1
CUST0000411707,PRD0900629,1.44,1
CUST0000411707,PRD0900885,1.12,1
CUST0000411707,PRD0901359,0.81,1
CUST0000235664,PRD0901422,2.34,6
CUST0000411707,PRD0901798,0.66,1
CUST0000411707,PRD0901954,0.56,1
CUST0000411707,PRD0902029,1.0,1
CUST0000235664,PRD0902079,2.06,1
CUST0000411707,PRD0902132,2.28,4
CUST0000235664,PRD0902165,2.72,1
CUST0000235664,PRD0902222,1.74,1
CUST0000411707,PRD0902408,1.26,1
CUST0000411707,PRD0902559,6.27,3
CUST0000411707,PRD0903017,0.79,1
CUST0000235664,PRD0903053,0.32,4
CUST0000411707,PRD0903074,1.01,1
CUST0000411707,PRD0903228,0.89,1
CUST0000411707,PRD0903518,1.39,1
CUST0000411707,PRD0903785,2.23,1
CUST0000411707,PRD0903821,1.57,1
CUST0000411707,PRD0903898,0.38,1
CUST0000411707,PRD0903991,0.17,1
CUST0000411707,PRD0904089,1.27,1
CUST0000411707,PRD0904252,0.59,1
CUST0000411707,PRD0904620,0.36,1
CUST0000411707,PRD0904962,2.09,1
CUST0000411707,PRD0900249,2.36,1
CUST0000614278,PRD0900543,1.08,1
CUST0000614278,PRD0900933,1.29,1
CUST0000614278,PRD0901136,0.96,1
CUST0000614278,PRD0901173,1.74,1
CUST0000614278,PRD0901383,0.4,1
CUST0000614278,PRD0901650,0.64,1
CUST0000614278,PRD0902272,0.42,1
CUST0000614278,PRD0902599,4.64,1
CUST0000614278,PRD0903052,0.76,1
CUST0000614278,PRD0903103,3.66,1
CUST0000614278,PRD0903968,2.67,1
CUST0000614278,PRD0904507,0.79,1
CUST0000263870,PRD0904781,0.8,1
CUST0000780958,PRD0900032,0.6,2
CUST0000780958,PRD0900032,0.6,2
CUST0000780958,PRD0900121,5.88,6
CUST0000780958,PRD0900121,5.88,6
CUST0000780958,PRD0900239,1.02,1
CUST0000120453,PRD0900385,0.8,1
CUST0000494754,PRD0900407,2.87,7
CUST0000759949,PRD0900492,0.5,1
CUST0000759949,PRD0900531,1.14,1
CUST0000579095,PRD0900546,0.13,1
CUST0000780958,PRD0900631,0.29,1
CUST0000759949,PRD0900803,5.04,1
CUST0000120453,PRD0900925,1.12,1
CUST0000780958,PRD0901141,0.6,1
CUST0000780958,PRD0901170,0.28,1
CUST0000494754,PRD0901228,2.16,3
CUST0000780958,PRD0901228,0.72,1
CUST0000579095,PRD0901371,0.68,1
CUST0000494754,PRD0901422,1.56,4
CUST0000780958,PRD0901465,1.14,1
CUST0000780958,PRD0901541,0.79,1
CUST0000780958,PRD0901608,0.54,2
CUST0000780958,PRD0901608,0.54,2
CUST0000120453,PRD0901648,2.15,1
CUST0000759949,PRD0901712,1.39,1
CUST0000780958,PRD0901759,0.85,1
CUST0000780958,PRD0901791,4.56,3
CUST0000780958,PRD0901798,0.67,1
CUST0000780958,PRD0901891,0.45,1
CUST0000780958,PRD0901897,1.97,1
CUST0000780958,PRD0902360,0.18,1
CUST0000780958,PRD0902398,0.5,1
CUST0000780958,PRD0902462,0.82,1
CUST0000759949,PRD0902484,1.02,1
CUST0000759949,PRD0902501,0.37,1
CUST0000579095,PRD0902517,4.23,3
CUST0000780958,PRD0902775,0.81,1
CUST0000780958,PRD0902944,4.06,2
CUST0000780958,PRD0902944,4.06,2
CUST0000120453,PRD0903014,1.85,1
CUST0000494754,PRD0903052,1.28,1
CUST0000759949,PRD0903052,0.2,1
CUST0000780958,PRD0903052,1.4,2
CUST0000780958,PRD0903052,1.4,2
CUST0000759949,PRD0903153,6.52,1
CUST0000759949,PRD0903210,0.58,1
CUST0000780958,PRD0903456,0.81,1
CUST0000780958,PRD0903463,1.74,1
CUST0000043076,PRD0903497,1.28,1
CUST0000780958,PRD0903655,2.44,2
CUST0000780958,PRD0903655,2.44,2
CUST0000759949,PRD0903675,0.8,1
CUST0000759949,PRD0903794,1.34,1
CUST0000579095,PRD0903938,0.84,1
CUST0000579095,PRD0904051,0.95,1
CUST0000120453,PRD0904188,0.92,1
CUST0000759949,PRD0904250,2.49,1
CUST0000780958,PRD0904250,2.49,1
CUST0000780958,PRD0904315,0.42,1
CUST0000494754,PRD0904339,0.81,1
CUST0000494754,PRD0904358,1.54,1
CUST0000579095,PRD0904358,3.08,2
CUST0000579095,PRD0904358,3.08,2
CUST0000759949,PRD0904368,0.36,1
CUST0000494754,PRD0904448,0.38,1
CUST0000579095,PRD0904641,1.03,1
CUST0000120453,PRD0904947,1.01,1
CUST0000494754,PRD0904221,0.71,1
CUST0000633407,PRD0900140,0.57,3
CUST0000831162,PRD0900173,1.41,1
CUST0000633407,PRD0900200,1.95,1
CUST0000633407,PRD0900220,5.38,1
CUST0000566123,PRD0900225,23.19,3
CUST0000030585,PRD0900254,3.4,4
CUST0000030585,PRD0900329,3.09,1
CUST0000831162,PRD0900359,1.88,2
CUST0000831162,PRD0900359,1.88,2
CUST0000030585,PRD0900392,0.93,1
CUST0000408901,PRD0900488,0.66,1
CUST0000831162,PRD0900522,0.4,1
CUST0000030585,PRD0900531,1.37,1
CUST0000030585,PRD0900614,3.27,3
CUST0000831162,PRD0900614,3.27,3
CUST0000633407,PRD0900621,0.64,1
CUST0000030585,PRD0900664,3.79,1
CUST0000633407,PRD0900830,0.97,1
CUST0000831162,PRD0900830,0.97,1
CUST0000566123,PRD0900900,0.82,1
CUST0000408901,PRD0901007,1.49,1
CUST0000633407,PRD0901012,2.77,1
CUST0000408901,PRD0901064,0.24,1
CUST0000408901,PRD0901098,0.84,1
CUST0000408901,PRD0901123,4.23,3
CUST0000098775,PRD0901124,0.66,1
CUST0000831162,PRD0901155,1.72,1
CUST0000566123,PRD0901167,4.5,3
CUST0000098775,PRD0901265,2.77,1
CUST0000633407,PRD0901392,1.24,1
CUST0000566123,PRD0901470,2.46,1
CUST0000633407,PRD0901672,1.59,3
CUST0000633407,PRD0901707,1.51,1
CUST0000408901,PRD0901716,1.33,1
CUST0000633407,PRD0901769,1.06,1
CUST0000831162,PRD0901778,1.53,1
CUST0000831162,PRD0901791,1.52,1
CUST0000831162,PRD0901887,0.86,1
CUST0000831162,PRD0902013,1.9,1
CUST0000633407,PRD0902029,1.0,1
CUST0000098775,PRD0902049,0.25,1
CUST0000633407,PRD0902064,3.34,1
CUST0000030585,PRD0902171,1.52,1
CUST0000633407,PRD0902193,0.8,1
CUST0000030585,PRD0902208,0.39,1
CUST0000831162,PRD0902208,0.39,1
CUST0000831162,PRD0902239,3.64,1
CUST0000633407,PRD0902242,0.83,1
CUST0000831162,PRD0902272,0.42,1
CUST0000633407,PRD0902398,0.5,1
CUST0000566123,PRD0902487,1.21,1
CUST0000831162,PRD0902648,0.63,1
CUST0000408901,PRD0902700,0.97,1
CUST0000030585,PRD0902901,0.95,1
CUST0000633407,PRD0902919,2.68,1
CUST0000098775,PRD0902944,2.03,1
CUST0000831162,PRD0902967,3.22,1
CUST0000030585,PRD0903052,0.49,1
CUST0000831162,PRD0903052,0.75,1
CUST0000831162,PRD0903081,1.81,1
CUST0000030585,PRD0903174,1.12,1
CUST0000566123,PRD0903192,1.89,1
CUST0000030585,PRD0903197,0.01,1
CUST0000633407,PRD0903228,0.89,1
CUST0000633407,PRD0903243,0.55,1
CUST0000831162,PRD0903255,2.1,1
CUST0000831162,PRD0903361,0.35,1
CUST0000633407,PRD0903388,0.49,1
CUST0000098775,PRD0903490,1.35,1
CUST0000098775,PRD0903586,1.38,3
CUST0000030585,PRD0903611,1.64,1
CUST0000030585,PRD0903662,2.58,1
CUST0000633407,PRD0903685,0.73,1
CUST0000098775,PRD0903774,2.14,1
CUST0000633407,PRD0903806,1.39,1
CUST0000030585,PRD0903998,0.87,3
CUST0000098775,PRD0904065,0.66,1
CUST0000030585,PRD0904110,0.96,1
CUST0000408901,PRD0904202,0.31,1
CUST0000030585,PRD0904204,0.19,1
CUST0000098775,PRD0904211,1.87,1
CUST0000831162,PRD0904243,1.17,1
CUST0000633407,PRD0904318,1.3,1
CUST0000196444,PRD0904358,9.24,6
CUST0000633407,PRD0904358,6.16,4
CUST0000831162,PRD0904358,1.54,1
CUST0000030585,PRD0904409,1.21,1
CUST0000633407,PRD0904409,1.21,1
CUST0000633407,PRD0904538,2.01,1
CUST0000030585,PRD0904548,1.08,1
CUST0000633407,PRD0904576,2.0,1
CUST0000566123,PRD0904663,0.21,1
CUST0000831162,PRD0904664,3.75,1
CUST0000030585,PRD0904679,0.55,1
CUST0000831162,PRD0904741,0.92,1
CUST0000030585,PRD0904792,0.78,1
CUST0000633407,PRD0904804,0.11,1
CUST0000831162,PRD0904887,1.02,1
CUST0000831162,PRD0904911,2.2,1
CUST0000831162,PRD0904913,3.07,1
CUST0000030585,PRD0904920,1.71,1
CUST0000633407,PRD0904945,5.0,4
CUST0000831162,PRD0904945,5.0,4
CUST0000831162,PRD0904945,5.0,4
CUST0000633407,PRD0904962,2.09,1
CUST0000633407,PRD0904971,2.86,1
CUST0000098775,PRD0900914,1.15,1
CUST0000831162,PRD0903912,3.32,1
CUST0000030585,PRD0903882,1.76,1
CUST0000251863,PRD0900025,0.35,1
CUST0000813108,PRD0900121,0.98,1
CUST0000251863,PRD0900296,0.92,1
CUST0000251863,PRD0900432,0.43,1
CUST0000251863,PRD0900440,1.86,1
CUST0000018190,PRD0900477,3.09,1
CUST0000813108,PRD0900569,0.79,1
CUST0000813108,PRD0900684,0.84,3
CUST0000813108,PRD0900728,1.42,1
CUST0000251863,PRD0900773,0.82,1
CUST0000813108,PRD0900863,0.97,1
CUST0000251863,PRD0901026,1.46,1
CUST0000813108,PRD0901026,1.46,1
CUST0000260697,PRD0901089,3.67,1
CUST0000251863,PRD0901255,7.9,1
CUST0000813108,PRD0901265,1.09,1
CUST0000251863,PRD0901452,1.51,1
CUST0000018190,PRD0901469,1.46,1
CUST0000813108,PRD0901740,2.09,1
CUST0000260697,PRD0902322,0.31,1
CUST0000251863,PRD0902423,1.87,1
CUST0000813108,PRD0902813,2.04,1
CUST0000813108,PRD0902898,4.68,3
CUST0000813108,PRD0902929,1.59,1
CUST0000813108,PRD0903052,1.16,1
CUST0000151471,PRD0903052,0.94,2
CUST0000018190,PRD0903229,0.84,1
CUST0000813108,PRD0903277,1.82,1
CUST0000151471,PRD0903423,0.83,1
CUST0000251863,PRD0903600,1.83,1
CUST0000251863,PRD0903773,1.59,3
CUST0000251863,PRD0903788,0.75,1
CUST0000813108,PRD0903938,2.52,3
CUST0000251863,PRD0904158,0.43,1
CUST0000813108,PRD0904250,2.49,1
CUST0000251863,PRD0904318,1.3,1
CUST0000260697,PRD0904371,0.59,1
CUST0000813108,PRD0904762,1.85,1
CUST0000018190,PRD0904786,1.03,1
CUST0000813108,PRD0904887,1.02,1
CUST0000813108,PRD0902251,3.21,3
CUST0000813108,PRD0901888,3.1,1
CUST0000168088,PRD0903735,2.11,1
CUST0000423458,PRD0904358,1.54,1
CUST0000732836,PRD0900159,1.83,1
CUST0000732836,PRD0900797,1.69,1
CUST0000732836,PRD0901265,1.6,1
CUST0000732836,PRD0901383,0.4,1
CUST0000732836,PRD0902882,2.51,1
CUST0000732836,PRD0904953,2.14,1
CUST0000403048,PRD0900093,1.35,1
CUST0000348557,PRD0900462,2.23,1
CUST0000526114,PRD0900603,1.32,1
CUST0000348557,PRD0900725,0.82,1
